Data Source,Region,Basin,Catchment,Site Code,Site Name,Latitude,Longitude,Datum,Sample Reference,Sampling Year,Date Time,Collection Method,Sampling Depth (m),Laboratory,Analysis Method,Analyte Group,Analyte,Operator,Value,Unit,Quality Code,Comment,Project Name,Project Description
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Cobalt as Co - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Copper as Cu - soluble ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Copper as Cu - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Lead as Pb - soluble ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Lead as Pb - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Manganese as Mn - soluble ug/L,+,3,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Manganese as Mn - total ug/L,+,4,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Mercury as Hg - soluble ug/L,<,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Mercury as Hg - total ug/L,<,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Nickel as Ni - soluble ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Nickel as Ni - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Vanadium as V - soluble ug/L,<,10,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Vanadium as V - total ug/L,<,10,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Zinc as Zn - soluble ug/L,<,5,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007975,2006-2007,26/05/2007 10:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Zinc as Zn - total ug/L,<,5,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007980,2007-2008,29/10/2007 11:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Arsenic as As - soluble ug/L,+,2,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007980,2007-2008,29/10/2007 11:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Arsenic as As - total ug/L,+,2,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007980,2007-2008,29/10/2007 11:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Cadmium as Cd - soluble ug/L,<,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007980,2007-2008,29/10/2007 11:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Cadmium as Cd - total ug/L,<,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007980,2007-2008,29/10/2007 11:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Chromium as Cr - soluble ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007980,2007-2008,29/10/2007 11:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Chromium as Cr - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007980,2007-2008,29/10/2007 11:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Copper as Cu - soluble ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007980,2007-2008,29/10/2007 11:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Copper as Cu - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007980,2007-2008,29/10/2007 11:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Lead as Pb - soluble ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007980,2007-2008,29/10/2007 11:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Lead as Pb - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007980,2007-2008,29/10/2007 11:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Mercury as Hg - soluble ug/L,<,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,1070015,Annan River at Shiptons Flat Mine,-15.753944,145.227694,GDA2020,9007980,2007-2008,29/10/2007 11:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Mercury as Hg - total ug/L,<,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
